oneid,choice,profit,variable,round,treatment,role,numtrans,price,tax,time
66488,24,0.18,9,3,tax,seller,4,18,10,2021-09-24 13:37:47
66488,19.5,0.27,9,4,tax,seller,6,18,10,2021-09-24 13:39:49
66488,19.3,0.31,9,5,tax,seller,7,18,10,2021-09-24 13:41:45
66488,17.9,-0.71,9,6,tax,seller,5,18,10,2021-09-24 13:43:53
66488,19,0.29,9,7,tax,seller,5,18,10,2021-09-24 13:46:26
66488,18.71,0.34,9,8,tax,seller,6,18,10,2021-09-24 13:47:56
66488,18.37,0.29,9,9,tax,seller,5,18,10,2021-09-24 13:50:03
66488,18,-0.6,9,10,tax,seller,7,18,10,2021-09-24 13:52:01
66488,20,0.09,15,11,tax,seller,4,17.5,10,2021-09-24 13:53:55
66488,20,0.14,15,12,tax,seller,6,16,10,2021-09-24 13:55:30
66488,20,0.14,15,13,tax,seller,6,16.5,10,2021-09-24 13:57:52
66488,20,0.14,15,14,tax,seller,6,16,10,2021-09-24 13:59:37
66488,20,0.16,15,15,tax,seller,7,16,10,2021-09-24 14:01:37
66488,20,0.11,15,16,tax,seller,5,16,10,2021-09-24 14:03:47
66488,20,0.14,15,17,tax,seller,6,16,10,2021-09-24 14:05:30
66488,20,0.18,15,18,tax,seller,8,16,10,2021-09-24 14:07:32
66488,20,0.16,15,19,tax,seller,7,16,10,2021-09-24 14:09:28
66488,20,0.14,15,20,tax,seller,6,16,10,2021-09-24 14:11:55
66780,10,0.13,16,1,tax,buyer,4,17.5,10,2021-09-24 13:30:23
66780,15,0.13,16,2,tax,buyer,4,18,10,2021-09-24 13:35:41
66780,16,0.18,16,3,tax,buyer,4,18,10,2021-09-24 13:37:41
66780,16,0.27,16,4,tax,buyer,6,18,10,2021-09-24 13:39:40
66780,18,-1.69,16,5,tax,buyer,7,18,10,2021-09-24 13:41:42
66780,18.5,-1.71,16,6,tax,buyer,5,18,10,2021-09-24 13:43:53
66780,18.5,-1.71,16,7,tax,buyer,5,18,10,2021-09-24 13:45:54
66780,18.5,-1.66,16,8,tax,buyer,6,18,10,2021-09-24 13:47:50
66780,18,-1.71,16,9,tax,buyer,5,18,10,2021-09-24 13:49:37
66780,18.4,-1.6,16,10,tax,buyer,7,18,10,2021-09-24 13:51:50
66780,24,8.5,25,11,notax,buyer,5,15,0,2021-09-24 13:53:45
66780,20,7.6,25,12,notax,buyer,8,15,0,2021-09-24 13:56:02
66780,22,7.6,25,13,notax,buyer,8,15,0,2021-09-24 13:57:37
66780,20,7.3,25,14,notax,buyer,9,15,0,2021-09-24 13:59:50
66780,18,7.6,25,15,notax,buyer,8,15,0,2021-09-24 14:01:54
66780,17,7,25,16,notax,buyer,10,15,0,2021-09-24 14:03:38
66780,18,7,25,17,notax,buyer,10,15,0,2021-09-24 14:05:50
66780,17,7,25,18,notax,buyer,10,15,0,2021-09-24 14:07:52
66780,17,7.3,25,19,notax,buyer,9,15,0,2021-09-24 14:09:42
66780,18,6.7,25,20,notax,buyer,11,15,0,2021-09-24 14:11:42
68096,16,0.13,16,1,tax,buyer,4,17.5,10,2021-09-24 13:32:22
68096,6,0.13,16,2,tax,buyer,4,18,10,2021-09-24 13:37:03
68096,6,0.13,16,3,tax,buyer,4,18,10,2021-09-24 13:39:03
68096,6,0.27,16,4,tax,buyer,6,18,10,2021-09-24 13:39:53
68096,8,0.31,16,5,tax,buyer,7,18,10,2021-09-24 13:41:48
68096,18,-1.71,16,6,tax,buyer,5,18,10,2021-09-24 13:44:51
68096,8,0.29,16,7,tax,buyer,5,18,10,2021-09-24 13:45:48
68096,18,-1.66,16,8,tax,buyer,6,18,10,2021-09-24 13:48:07
68096,6,0.29,16,9,tax,buyer,5,18,10,2021-09-24 13:50:54
68096,4,0.4,16,10,tax,buyer,7,18,10,2021-09-24 13:52:16
68096,4,-1.5,29,11,notax,buyer,5,15,0,2021-09-24 13:53:42
68096,16,11.6,29,12,notax,buyer,8,15,0,2021-09-24 13:56:48
68096,15,11.6,29,13,notax,buyer,8,15,0,2021-09-24 13:58:35
68096,15,11.3,29,14,notax,buyer,9,15,0,2021-09-24 14:00:01
68096,15,11.6,29,15,notax,buyer,8,15,0,2021-09-24 14:02:34
68096,15,11,29,16,notax,buyer,10,15,0,2021-09-24 14:04:10
68096,15,11,29,17,notax,buyer,10,15,0,2021-09-24 14:06:36
68096,15,11,29,18,notax,buyer,10,15,0,2021-09-24 14:07:45
68096,14,-2.7,29,19,notax,buyer,9,15,0,2021-09-24 14:10:17
68096,15,10.7,29,20,notax,buyer,11,15,0,2021-09-24 14:12:15
68652,17,1.9,17,1,notax,buyer,7,13,0,2021-09-24 13:31:13
68652,16,1.8,17,2,notax,buyer,9,12.5,0,2021-09-24 13:37:21
68652,17,2.6,17,3,notax,buyer,8,12,0,2021-09-24 13:37:45
68652,15,1.7,17,4,notax,buyer,11,12,0,2021-09-24 13:39:36
68652,13,1.7,17,5,notax,buyer,11,12,0,2021-09-24 13:41:51
68652,12,2.6,17,6,notax,buyer,8,12,0,2021-09-24 13:44:08
68652,12,2,17,7,notax,buyer,10,12,0,2021-09-24 13:46:45
68652,12,2.3,17,8,notax,buyer,9,12,0,2021-09-24 13:47:49
68652,12,2,17,9,notax,buyer,10,12,0,2021-09-24 13:50:02
68652,11.5,-2.4,17,10,notax,buyer,8,12,0,2021-09-24 13:51:52
68652,12,2.59,5,11,tax,seller,4,17.5,10,2021-09-24 13:53:41
68652,16,1.14,5,12,tax,seller,6,16,10,2021-09-24 13:56:04
68652,12,1.64,5,13,tax,seller,6,16.5,10,2021-09-24 13:58:03
68652,15,1.14,5,14,tax,seller,6,16,10,2021-09-24 14:00:06
68652,16,1.16,5,15,tax,seller,7,16,10,2021-09-24 14:02:08
68652,16.5,0.11,5,16,tax,seller,5,16,10,2021-09-24 14:03:37
68652,15,1.14,5,17,tax,seller,6,16,10,2021-09-24 14:06:40
68652,16,1.18,5,18,tax,seller,8,16,10,2021-09-24 14:07:56
68652,16,1.16,5,19,tax,seller,7,16,10,2021-09-24 14:10:10
68652,16,1.14,5,20,tax,seller,6,16,10,2021-09-24 14:11:57
68719,30,0.13,13,1,tax,seller,4,17.5,10,2021-09-24 13:31:14
68719,25,0.13,13,2,tax,seller,4,18,10,2021-09-24 13:36:11
68719,24,0.13,13,3,tax,seller,4,18,10,2021-09-24 13:38:04
68719,20,0.27,13,4,tax,seller,6,18,10,2021-09-24 13:39:52
68719,25,0.31,13,5,tax,seller,7,18,10,2021-09-24 13:41:47
68719,30,0.29,13,6,tax,seller,5,18,10,2021-09-24 13:43:48
68719,28,0.29,13,7,tax,seller,5,18,10,2021-09-24 13:45:40
68719,30,0.34,13,8,tax,seller,6,18,10,2021-09-24 13:47:44
68719,28,0.29,13,9,tax,seller,5,18,10,2021-09-24 13:49:30
68719,28,0.4,13,10,tax,seller,7,18,10,2021-09-24 13:51:42
68719,18,-1.5,6,11,notax,seller,5,15,0,2021-09-24 13:54:03
68719,16,-2.4,6,12,notax,seller,8,15,0,2021-09-24 13:56:00
68719,20,-2.4,6,13,notax,seller,8,15,0,2021-09-24 13:57:36
68719,15,6.3,6,14,notax,seller,9,15,0,2021-09-24 13:59:49
68719,15,6.6,6,15,notax,seller,8,15,0,2021-09-24 14:01:37
68719,14,6,6,16,notax,seller,10,15,0,2021-09-24 14:03:56
68719,15,6,6,17,notax,seller,10,15,0,2021-09-24 14:05:40
68719,15,6,6,18,notax,seller,10,15,0,2021-09-24 14:07:45
68719,15,6.3,6,19,notax,seller,9,15,0,2021-09-24 14:09:40
68719,15,5.7,6,20,notax,seller,11,15,0,2021-09-24 14:11:27
71342,15,5.9,21,1,notax,buyer,7,13,0,2021-09-24 13:30:47
71342,15,5.8,21,2,notax,buyer,9,12.5,0,2021-09-24 13:36:36
71342,16,6.6,21,3,notax,buyer,8,12,0,2021-09-24 13:38:00
71342,16,5.7,21,4,notax,buyer,11,12,0,2021-09-24 13:40:00
71342,14,5.7,21,5,notax,buyer,11,12,0,2021-09-24 13:41:58
71342,13,6.6,21,6,notax,buyer,8,12,0,2021-09-24 13:43:42
71342,12,6,21,7,notax,buyer,10,12,0,2021-09-24 13:45:41
71342,13,6.3,21,8,notax,buyer,9,12,0,2021-09-24 13:47:39
71342,13,6,21,9,notax,buyer,10,12,0,2021-09-24 13:50:07
71342,12,6.6,21,10,notax,buyer,8,12,0,2021-09-24 13:51:32
71342,12,-1.5,19,11,notax,buyer,5,15,0,2021-09-24 13:53:25
71342,20,1.6,19,12,notax,buyer,8,15,0,2021-09-24 13:55:52
71342,20,1.6,19,13,notax,buyer,8,15,0,2021-09-24 13:57:25
71342,17,1.3,19,14,notax,buyer,9,15,0,2021-09-24 13:59:40
71342,16,1.6,19,15,notax,buyer,8,15,0,2021-09-24 14:01:53
71342,20,1,19,16,notax,buyer,10,15,0,2021-09-24 14:04:07
71342,21,1,19,17,notax,buyer,10,15,0,2021-09-24 14:05:46
71342,23,1,19,18,notax,buyer,10,15,0,2021-09-24 14:08:05
71342,20,1.3,19,19,notax,buyer,9,15,0,2021-09-24 14:09:27
71342,20,0.7,19,20,notax,buyer,11,15,0,2021-09-24 14:11:29
71382,30,-2.1,18,1,notax,seller,7,13,0,2021-09-24 13:30:58
71382,20,-2.7,18,2,notax,seller,9,12.5,0,2021-09-24 13:35:57
71382,22,-2.4,18,3,notax,seller,8,12,0,2021-09-24 13:37:40
71382,30,-3.3,18,4,notax,seller,11,12,0,2021-09-24 13:40:13
71382,22,-3.3,18,5,notax,seller,11,12,0,2021-09-24 13:42:00
71382,22,-2.4,18,6,notax,seller,8,12,0,2021-09-24 13:43:59
71382,23,-3,18,7,notax,seller,10,12,0,2021-09-24 13:45:36
71382,23,-2.7,18,8,notax,seller,9,12,0,2021-09-24 13:47:41
71382,25,-3,18,9,notax,seller,10,12,0,2021-09-24 13:49:57
71382,20,-2.4,18,10,notax,seller,8,12,0,2021-09-24 13:52:07
71382,28,0.09,15,11,tax,seller,4,17.5,10,2021-09-24 13:53:58
71382,40,0.14,15,12,tax,seller,6,16,10,2021-09-24 13:56:03
71382,35,0.14,15,13,tax,seller,6,16.5,10,2021-09-24 13:57:49
71382,35,0.14,15,14,tax,seller,6,16,10,2021-09-24 14:00:00
71382,35,0.16,15,15,tax,seller,7,16,10,2021-09-24 14:01:34
71382,35,0.11,15,16,tax,seller,5,16,10,2021-09-24 14:03:40
71382,30,0.14,15,17,tax,seller,6,16,10,2021-09-24 14:05:43
71382,30,0.18,15,18,tax,seller,8,16,10,2021-09-24 14:07:40
71382,26,0.16,15,19,tax,seller,7,16,10,2021-09-24 14:10:19
71382,30,0.14,15,20,tax,seller,6,16,10,2021-09-24 14:12:10
73988,15,1.9,17,1,notax,buyer,7,13,0,2021-09-24 13:30:48
73988,17,1.8,17,2,notax,buyer,9,12.5,0,2021-09-24 13:35:53
73988,10,-2.4,17,3,notax,buyer,8,12,0,2021-09-24 13:37:45
73988,12,1.7,17,4,notax,buyer,11,12,0,2021-09-24 13:39:41
73988,12,1.7,17,5,notax,buyer,11,12,0,2021-09-24 13:41:47
73988,10,-2.4,17,6,notax,buyer,8,12,0,2021-09-24 13:43:56
73988,12,2,17,7,notax,buyer,10,12,0,2021-09-24 13:45:40
73988,11,-2.7,17,8,notax,buyer,9,12,0,2021-09-24 13:47:36
73988,12,2,17,9,notax,buyer,10,12,0,2021-09-24 13:49:53
73988,12,2.6,17,10,notax,buyer,8,12,0,2021-09-24 13:51:40
73988,16,-3.41,11,11,tax,seller,4,17.5,10,2021-09-24 13:54:15
73988,20,0.14,11,12,tax,seller,6,16,10,2021-09-24 13:55:48
73988,20,0.14,11,13,tax,seller,6,16.5,10,2021-09-24 13:57:41
73988,16,-4.86,11,14,tax,seller,6,16,10,2021-09-24 14:00:00
73988,21,0.16,11,15,tax,seller,7,16,10,2021-09-24 14:02:06
73988,21,0.11,11,16,tax,seller,5,16,10,2021-09-24 14:03:30
73988,21,0.14,11,17,tax,seller,6,16,10,2021-09-24 14:05:38
73988,22,0.18,11,18,tax,seller,8,16,10,2021-09-24 14:07:42
73988,22,0.16,11,19,tax,seller,7,16,10,2021-09-24 14:09:43
73988,22,0.14,11,20,tax,seller,6,16,10,2021-09-24 14:11:34
74142,15,2.63,5,1,tax,seller,4,17.5,10,2021-09-24 13:32:38
74142,17,3.13,5,2,tax,seller,4,18,10,2021-09-24 13:36:19
74142,17,3.18,5,3,tax,seller,4,18,10,2021-09-24 13:37:31
74142,15,3.27,5,4,tax,seller,6,18,10,2021-09-24 13:40:18
74142,18,3.31,5,5,tax,seller,7,18,10,2021-09-24 13:42:46
74142,18,3.29,5,6,tax,seller,5,18,10,2021-09-24 13:44:01
74142,18,3.29,5,7,tax,seller,5,18,10,2021-09-24 13:45:40
74142,18,3.34,5,8,tax,seller,6,18,10,2021-09-24 13:47:45
74142,19,0.29,5,9,tax,seller,5,18,10,2021-09-24 13:50:02
74142,18,3.4,5,10,tax,seller,7,18,10,2021-09-24 13:52:01
74142,16,-1.5,16,11,notax,seller,5,15,0,2021-09-24 13:54:05
74142,18,-2.4,16,12,notax,seller,8,15,0,2021-09-24 13:55:35
74142,16,-2.4,16,13,notax,seller,8,15,0,2021-09-24 13:57:47
74142,16,-2.7,16,14,notax,seller,9,15,0,2021-09-24 13:59:27
74142,25,-2.4,16,15,notax,seller,8,15,0,2021-09-24 14:01:36
74142,25,-3,16,16,notax,seller,10,15,0,2021-09-24 14:04:03
74142,30,-3,16,17,notax,seller,10,15,0,2021-09-24 14:06:37
74142,14,-4,16,18,notax,seller,10,15,0,2021-09-24 14:07:41
74142,16,-2.7,16,19,notax,seller,9,15,0,2021-09-24 14:09:37
74142,16,-3.3,16,20,notax,seller,11,15,0,2021-09-24 14:11:26
74387,40,-2.1,20,1,notax,seller,7,13,0,2021-09-24 13:30:52
74387,40,-2.4,20,2,notax,seller,8,12.5,0,2021-09-24 13:36:08
74387,40,-2.4,20,3,notax,seller,8,12,0,2021-09-24 13:37:29
74387,40,-3.3,20,4,notax,seller,11,12,0,2021-09-24 13:39:36
74387,40,-3.3,20,5,notax,seller,11,12,0,2021-09-24 13:41:54
74387,40,-2.4,20,6,notax,seller,8,12,0,2021-09-24 13:43:42
74387,40,-3,20,7,notax,seller,10,12,0,2021-09-24 13:45:39
74387,40,-2.7,20,8,notax,seller,9,12,0,2021-09-24 13:48:16
74387,40,-3,20,9,notax,seller,10,12,0,2021-09-24 13:49:58
74387,40,-2.4,20,10,notax,seller,8,12,0,2021-09-24 13:52:24
74387,16,-1.5,8,11,notax,seller,5,15,0,2021-09-24 13:54:02
74387,20,-2.4,8,12,notax,seller,8,15,0,2021-09-24 13:55:40
74387,40,-2.4,8,13,notax,seller,8,15,0,2021-09-24 13:57:29
74387,17,-2.7,8,14,notax,seller,9,15,0,2021-09-24 13:59:38
74387,16,-2.4,8,15,notax,seller,8,15,0,2021-09-24 14:01:43
74387,15,4,8,16,notax,seller,10,15,0,2021-09-24 14:03:30
74387,16,-3,8,17,notax,seller,10,15,0,2021-09-24 14:05:55
74387,15,4,8,18,notax,seller,10,15,0,2021-09-24 14:07:31
74387,15,4.3,8,19,notax,seller,9,15,0,2021-09-24 14:09:44
74387,15,3.7,8,20,notax,seller,11,15,0,2021-09-24 14:11:49
74390,5,8.9,2,1,notax,seller,7,13,0,2021-09-24 13:31:33
74390,11,7.8,2,2,notax,seller,9,12.5,0,2021-09-24 13:36:58
74390,12,7.6,2,3,notax,seller,8,12,0,2021-09-24 13:37:53
74390,12,6.7,2,4,notax,seller,11,12,0,2021-09-24 13:39:48
74390,12,6.7,2,5,notax,seller,11,12,0,2021-09-24 13:41:55
74390,11,7.6,2,6,notax,seller,8,12,0,2021-09-24 13:43:42
74390,10,7,2,7,notax,seller,10,12,0,2021-09-24 13:46:05
74390,10,7.3,2,8,notax,seller,9,12,0,2021-09-24 13:48:39
74390,10,7,2,9,notax,seller,10,12,0,2021-09-24 13:50:39
74390,10,7.6,2,10,notax,seller,8,12,0,2021-09-24 13:52:04
74390,14,0.09,10,11,tax,buyer,4,17.5,10,2021-09-24 13:54:06
74390,15,0.14,10,12,tax,buyer,6,16,10,2021-09-24 13:55:58
74390,2,0.14,10,13,tax,buyer,6,16.5,10,2021-09-24 13:58:10
74390,15,0.14,10,14,tax,buyer,6,16,10,2021-09-24 14:00:38
74390,15,0.16,10,15,tax,buyer,7,16,10,2021-09-24 14:01:52
74390,15,0.11,10,16,tax,buyer,5,16,10,2021-09-24 14:04:39
74390,10,0.14,10,17,tax,buyer,6,16,10,2021-09-24 14:06:03
74390,10,0.18,10,18,tax,buyer,8,16,10,2021-09-24 14:09:04
74390,10,0.16,10,19,tax,buyer,7,16,10,2021-09-24 14:11:05
74390,10,0.14,10,20,tax,buyer,6,16,10,2021-09-24 14:12:23
74469,18,-2.1,18,1,notax,seller,7,13,0,2021-09-24 13:31:09
77712,22,10.63,28,1,tax,buyer,4,17.5,10,2021-09-24 13:31:25
77712,12,0.13,28,2,tax,buyer,4,18,10,2021-09-24 13:36:01
77712,16,0.18,28,3,tax,buyer,4,18,10,2021-09-24 13:38:12
77712,15,0.27,28,4,tax,buyer,6,18,10,2021-09-24 13:39:44
77712,16,0.31,28,5,tax,buyer,7,18,10,2021-09-24 13:41:50
77712,16,0.29,28,6,tax,buyer,5,18,10,2021-09-24 13:43:42
77712,18,10.29,28,7,tax,buyer,5,18,10,2021-09-24 13:45:54
77712,18,10.34,28,8,tax,buyer,6,18,10,2021-09-24 13:47:53
77712,18,10.29,28,9,tax,buyer,5,18,10,2021-09-24 13:49:43
77712,19,10.4,28,10,tax,buyer,7,18,10,2021-09-24 13:51:46
77712,22,0.09,7,11,tax,seller,4,17.5,10,2021-09-24 13:53:49
77712,19,0.17,7,12,tax,seller,5,16,10,2021-09-24 13:55:42
77712,17,0.14,7,13,tax,seller,6,16.5,10,2021-09-24 13:57:42
77712,16,-0.86,7,14,tax,seller,6,16,10,2021-09-24 13:59:48
77712,20,0.16,7,15,tax,seller,7,16,10,2021-09-24 14:01:44
77712,20,0.11,7,16,tax,seller,5,16,10,2021-09-24 14:03:45
77712,21,0.14,7,17,tax,seller,6,16,10,2021-09-24 14:05:47
77712,21,0.18,7,18,tax,seller,8,16,10,2021-09-24 14:07:36
77712,22,0.16,7,19,tax,seller,7,16,10,2021-09-24 14:09:40
77712,22,0.14,7,20,tax,seller,6,16,10,2021-09-24 14:11:43
78313,15,6.63,1,1,tax,seller,4,17.5,10,2021-09-24 13:30:36
78313,20,0.13,1,2,tax,seller,4,18,10,2021-09-24 13:35:44
78313,20,0.18,1,3,tax,seller,4,18,10,2021-09-24 13:37:35
78313,20,0.27,1,4,tax,seller,6,18,10,2021-09-24 13:39:31
78313,20,0.31,1,5,tax,seller,7,18,10,2021-09-24 13:41:27
78313,20,0.29,1,6,tax,seller,5,18,10,2021-09-24 13:43:27
78313,18,7.29,1,7,tax,seller,5,18,10,2021-09-24 13:45:36
78313,18,7.34,1,8,tax,seller,6,18,10,2021-09-24 13:47:34
78313,18,7.29,1,9,tax,seller,5,18,10,2021-09-24 13:49:30
78313,18,7.4,1,10,tax,seller,7,18,10,2021-09-24 13:51:51
78313,18,0.09,7,11,tax,seller,4,17.5,10,2021-09-24 13:53:49
78313,14,-0.86,7,12,tax,seller,6,16,10,2021-09-24 13:55:48
78313,15,-0.36,7,13,tax,seller,6,16.5,10,2021-09-24 13:57:55
78313,15,-0.86,7,14,tax,seller,6,16,10,2021-09-24 13:59:30
78313,15,-0.84,7,15,tax,seller,7,16,10,2021-09-24 14:01:27
78313,15,-0.89,7,16,tax,seller,5,16,10,2021-09-24 14:03:25
78313,15,-0.86,7,17,tax,seller,6,16,10,2021-09-24 14:05:26
78313,15,-0.82,7,18,tax,seller,8,16,10,2021-09-24 14:07:24
78313,16,-0.84,7,19,tax,seller,7,16,10,2021-09-24 14:09:48
78313,16,-0.86,7,20,tax,seller,6,16,10,2021-09-24 14:11:25
83290,19,2.63,20,1,tax,buyer,4,17.5,10,2021-09-24 13:31:26
83290,17,0.13,20,2,tax,buyer,4,18,10,2021-09-24 13:35:54
83290,10,0.18,20,3,tax,buyer,4,18,10,2021-09-24 13:38:14
83290,17,0.27,20,4,tax,buyer,6,18,10,2021-09-24 13:39:36
83290,19,2.31,20,5,tax,buyer,7,18,10,2021-09-24 13:41:42
83290,22,2.29,20,6,tax,buyer,5,18,10,2021-09-24 13:43:32
83290,18.6,2.29,20,7,tax,buyer,5,18,10,2021-09-24 13:46:02
83290,21,2.34,20,8,tax,buyer,6,18,10,2021-09-24 13:47:46
83290,25,2.29,20,9,tax,buyer,5,18,10,2021-09-24 13:50:05
83290,18.38,2.4,20,10,tax,buyer,7,18,10,2021-09-24 13:51:46
83290,3,-1.5,25,11,notax,buyer,5,15,0,2021-09-24 13:54:09
83290,8.5,-2.4,25,12,notax,buyer,8,15,0,2021-09-24 13:56:12
83290,18,7.6,25,13,notax,buyer,8,15,0,2021-09-24 13:57:48
83290,16,7.3,25,14,notax,buyer,9,15,0,2021-09-24 13:59:55
83290,15.6,7.6,25,15,notax,buyer,8,15,0,2021-09-24 14:01:55
83290,17,7,25,16,notax,buyer,10,15,0,2021-09-24 14:04:05
83290,23,7,25,17,notax,buyer,10,15,0,2021-09-24 14:05:51
83290,21.1,7,25,18,notax,buyer,10,15,0,2021-09-24 14:07:42
83290,21.45,7.3,25,19,notax,buyer,9,15,0,2021-09-24 14:09:54
83290,20.01,6.7,25,20,notax,buyer,11,15,0,2021-09-24 14:12:17
83337,12,0.13,12,1,tax,buyer,4,17.5,10,2021-09-24 13:30:41
83337,12,0.13,12,2,tax,buyer,4,18,10,2021-09-24 13:35:56
83337,12,0.18,12,3,tax,buyer,4,18,10,2021-09-24 13:37:48
83337,16.5,0.27,12,4,tax,buyer,6,18,10,2021-09-24 13:39:39
83337,12,0.31,12,5,tax,buyer,7,18,10,2021-09-24 13:41:39
83337,12,0.29,12,6,tax,buyer,5,18,10,2021-09-24 13:43:43
83337,12,0.29,12,7,tax,buyer,5,18,10,2021-09-24 13:46:09
83337,12,0.34,12,8,tax,buyer,6,18,10,2021-09-24 13:47:32
83337,12,0.29,12,9,tax,buyer,5,18,10,2021-09-24 13:49:33
83337,12,0.4,12,10,tax,buyer,7,18,10,2021-09-24 13:51:29
83337,18,8.5,25,11,notax,buyer,5,15,0,2021-09-24 13:53:36
83337,16,7.6,25,12,notax,buyer,8,15,0,2021-09-24 13:55:41
83337,15,7.6,25,13,notax,buyer,8,15,0,2021-09-24 13:57:35
83337,15,7.3,25,14,notax,buyer,9,15,0,2021-09-24 13:59:50
83337,15,7.6,25,15,notax,buyer,8,15,0,2021-09-24 14:01:33
83337,15,7,25,16,notax,buyer,10,15,0,2021-09-24 14:03:30
83337,15,7,25,17,notax,buyer,10,15,0,2021-09-24 14:05:30
83337,15,7,25,18,notax,buyer,10,15,0,2021-09-24 14:07:29
83337,15,7.3,25,19,notax,buyer,9,15,0,2021-09-24 14:09:47
83337,15,6.7,25,20,notax,buyer,11,15,0,2021-09-24 14:11:36
85651,25,-2.1,20,1,notax,seller,7,13,0,2021-09-24 13:31:01
85651,22,-2.4,20,2,notax,seller,8,12.5,0,2021-09-24 13:35:58
85651,15,-2.4,20,3,notax,seller,8,12,0,2021-09-24 13:37:43
85651,20,-3.3,20,4,notax,seller,11,12,0,2021-09-24 13:39:49
85651,30,-3.3,20,5,notax,seller,11,12,0,2021-09-24 13:41:30
85651,40,-2.4,20,6,notax,seller,8,12,0,2021-09-24 13:43:33
85651,20,-3,20,7,notax,seller,10,12,0,2021-09-24 13:46:01
85651,15,-2.7,20,8,notax,seller,9,12,0,2021-09-24 13:47:31
85651,21,-3,20,9,notax,seller,10,12,0,2021-09-24 13:49:43
85651,20,-2.4,20,10,notax,seller,8,12,0,2021-09-24 13:51:46
85651,13,-1.5,29,11,notax,buyer,5,15,0,2021-09-24 13:53:50
85651,16,11.6,29,12,notax,buyer,8,15,0,2021-09-24 13:55:54
85651,15,11.6,29,13,notax,buyer,8,15,0,2021-09-24 13:57:41
85651,15,11.3,29,14,notax,buyer,9,15,0,2021-09-24 13:59:37
85651,15,11.6,29,15,notax,buyer,8,15,0,2021-09-24 14:01:36
85651,15,11,29,16,notax,buyer,10,15,0,2021-09-24 14:03:37
85651,15,11,29,17,notax,buyer,10,15,0,2021-09-24 14:05:38
85651,15,11,29,18,notax,buyer,10,15,0,2021-09-24 14:07:49
85651,15,11.3,29,19,notax,buyer,9,15,0,2021-09-24 14:09:45
85651,15,10.7,29,20,notax,buyer,11,15,0,2021-09-24 14:11:31
88605,15,-2.1,4,1,notax,seller,7,13,0,2021-09-24 13:30:38
88605,11,5.8,4,2,notax,seller,9,12.5,0,2021-09-24 13:35:50
88605,11,5.6,4,3,notax,seller,8,12,0,2021-09-24 13:37:41
88605,12,4.7,4,4,notax,seller,11,12,0,2021-09-24 13:39:33
88605,12,4.7,4,5,notax,seller,11,12,0,2021-09-24 13:41:29
88605,12,5.6,4,6,notax,seller,8,12,0,2021-09-24 13:43:36
88605,12,5,4,7,notax,seller,10,12,0,2021-09-24 13:45:31
88605,12,5.3,4,8,notax,seller,9,12,0,2021-09-24 13:47:25
88605,12,5,4,9,notax,seller,10,12,0,2021-09-24 13:49:40
88605,12,5.6,4,10,notax,seller,8,12,0,2021-09-24 13:51:41
88605,12,-1.5,27,11,notax,buyer,5,15,0,2021-09-24 13:53:24
88605,0,-2.4,27,12,notax,buyer,8,15,0,2021-09-24 13:55:50
88605,0,-2.4,27,13,notax,buyer,8,15,0,2021-09-24 13:57:42
88605,0,-2.7,27,14,notax,buyer,9,15,0,2021-09-24 13:59:24
88605,0,-2.4,27,15,notax,buyer,8,15,0,2021-09-24 14:01:28
88605,0,-3,27,16,notax,buyer,10,15,0,2021-09-24 14:03:45
88605,0,-3,27,17,notax,buyer,10,15,0,2021-09-24 14:05:25
88605,0,-3,27,18,notax,buyer,10,15,0,2021-09-24 14:07:29
88605,0,-2.7,27,19,notax,buyer,9,15,0,2021-09-24 14:09:41
88605,0,-3.3,27,20,notax,buyer,11,15,0,2021-09-24 14:11:27
89413,23,-2.1,18,1,notax,seller,7,13,0,2021-09-24 13:30:58
89413,18,-2.7,18,2,notax,seller,9,12.5,0,2021-09-24 13:35:57
89413,16,-2.4,18,3,notax,seller,8,12,0,2021-09-24 13:38:05
89413,14,-3.3,18,4,notax,seller,11,12,0,2021-09-24 13:39:51
89413,14,-3.3,18,5,notax,seller,11,12,0,2021-09-24 13:41:40
89413,13,-2.4,18,6,notax,seller,8,12,0,2021-09-24 13:44:04
89413,13,-3,18,7,notax,seller,10,12,0,2021-09-24 13:46:04
89413,18,-2.7,18,8,notax,seller,9,12,0,2021-09-24 13:47:52
89413,16,-3,18,9,notax,seller,10,12,0,2021-09-24 13:49:53
89413,20,-2.4,18,10,notax,seller,8,12,0,2021-09-24 13:51:49
89413,12,0.09,20,11,tax,buyer,4,17.5,10,2021-09-24 13:53:32
89413,13,0.14,20,12,tax,buyer,6,16,10,2021-09-24 13:55:44
89413,17,3.64,20,13,tax,buyer,6,16.5,10,2021-09-24 13:57:53
89413,17,4.14,20,14,tax,buyer,6,16,10,2021-09-24 13:59:39
89413,16,4.16,20,15,tax,buyer,7,16,10,2021-09-24 14:01:47
89413,15.5,0.11,20,16,tax,buyer,5,16,10,2021-09-24 14:03:38
89413,18,4.14,20,17,tax,buyer,6,16,10,2021-09-24 14:05:44
89413,16,4.18,20,18,tax,buyer,8,16,10,2021-09-24 14:07:34
89413,16.08,4.16,20,19,tax,buyer,7,16,10,2021-09-24 14:09:45
89413,15,0.14,20,20,tax,buyer,6,16,10,2021-09-24 14:11:28
91836,20,-2.1,18,1,notax,seller,7,13,0,2021-09-24 13:31:43
